title,company,description,onsite_remote,salary,location,criteria,posted_date,link 
Data Analyst,Good Apple,Nan,remote,"$72,000.00
            -
            $72,000.00",New York City Metropolitan Area,"[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Strategy/Planning, Advertising, and Marketing'}, {'Industries': 'Advertising Services'}]",2023-04-27,https://www.linkedin.com/jobs/view/data-analyst-at-good-apple-3586692514?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=K7xF3%2BY7yC1iZcemG3bGVQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
"Data Analyst, Sales & Marketing - 100% Remote - USA",Varis,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-05-22,https://www.linkedin.com/jobs/view/data-analyst-sales-marketing-100%25-remote-usa-at-varis-3612519852?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=7TOl5F%2F81mlnyNGxBrldIA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Data Analyst,Nubes Opus,Nan,remote,NaN,"Indianapolis, IN","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-04-06,https://www.linkedin.com/jobs/view/business-data-analyst-at-nubes-opus-3556152026?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=0tVTtUy1XBrXihDDbZsQAw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Data Analyst,eStaffing Inc.,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-01-18,https://www.linkedin.com/jobs/view/business-data-analyst-at-estaffing-inc-3441092161?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=sHsleVbtLDhjfJ%2B33UtHEA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Data & Reporting Analyst,Holistic Industries,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Finance'}, {'Industries': 'Alternative Medicine'}]",2023-06-06,https://www.linkedin.com/jobs/view/data-reporting-analyst-at-holistic-industries-3627949251?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=QBlD0ye%2FcVbXzU0coERvdg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Zortech Solutions,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources Services'}]",2023-03-31,https://www.linkedin.com/jobs/view/data-analyst-at-zortech-solutions-3550757629?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=h6x%2BTErzGijfj0T0ApQdYA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Revive,Nan,remote,NaN,"Los Angeles, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Advertising'}, {'Industries': 'Technology, Information and Internet'}]",2023-04-10,https://www.linkedin.com/jobs/view/data-analyst-at-revive-3598039347?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=ye%2FBagNNANsx0nTw%2BllVuA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,ALIS Software LLC,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-03-29,https://www.linkedin.com/jobs/view/data-analyst-at-alis-software-llc-3541931726?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=nB%2BQv5K8Ic80NTkVcXhMXQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,BOXIECAT LLC,Nan,remote,NaN,"Santa Monica, CA","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Analyst'}, {'Industries': 'Technology, Information and Internet'}]",2023-04-03,https://www.linkedin.com/jobs/view/data-analyst-at-boxiecat-llc-3590318094?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=z9Nkj%2BfWhd3gRwAxUOC%2F%2Bg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,AddSource,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources'}]",2023-02-27,https://www.linkedin.com/jobs/view/data-analyst-at-addsource-3500219752?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=FlgENXuqt4WvJ0SMCjR1ow%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,"RecruitTalent, LLC.",Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-01-04,https://www.linkedin.com/jobs/view/data-analyst-at-recruittalent-llc-3422492393?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=rku3U%2BeA0kz5QL2D40uCGQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Pulivarthi Group (PG),Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-04-25,https://www.linkedin.com/jobs/view/data-analyst-at-pulivarthi-group-pg-3581733012?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=HKGPemwmdDeBmEcEmtXEXA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Remote),"Westport Properties, Inc.",Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Strategy/Planning and Information Technology'}, {'Industries': 'Real Estate'}]",2023-05-09,https://www.linkedin.com/jobs/view/data-analyst-remote-at-westport-properties-inc-3600719014?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=2INtHrOJDGVe4Lym2KqlcA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista de Dados - Júnior/Pleno,Mollica IT,Nan,remote,NaN,"Home, KS","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Computer and Network Security'}]",2023-06-05,https://www.linkedin.com/jobs/view/analista-de-dados-j%C3%BAnior-pleno-at-mollica-it-3623802322?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=iSOLR0d6xnOAtoUCgQ4KWg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Junior and Senior),Centeva,Nan,remote,NaN,"Maryland, United States","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-04-18,https://www.linkedin.com/jobs/view/data-analyst-junior-and-senior-at-centeva-3606768535?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=bxIXA6aKgzu7Bh%2B5ZyJQ8g%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analysis & Visualization,MashPoint - Technology & Staffing,Nan,remote,NaN,"Newark, NJ","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-03-09,https://www.linkedin.com/jobs/view/data-analysis-visualization-at-mashpoint-technology-staffing-3516600420?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=hNPc5ISLX2nWsHnaHtWiog%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Resource Innovations,Nan,remote,NaN,"Boston, MA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Environmental Services'}]",2023-05-02,https://www.linkedin.com/jobs/view/data-analyst-at-resource-innovations-3594051421?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=6vgOoTGcN2inMIQuOt890Q%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,AKKO,Nan,remote,NaN,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-26,https://www.linkedin.com/jobs/view/data-analyst-at-akko-3617000724?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=6nWI0bIMVFWCZ1d%2FgC82Pw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Remote),"Stride, Inc.",Nan,remote,NaN,"Reston, VA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'E-Learning Providers'}]",2023-06-09,https://www.linkedin.com/jobs/view/data-analyst-remote-at-stride-inc-3630650204?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=kKFJmJTCfOI6x%2BK%2BB4StEQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - Revenue & Digital Ad Intelligence,Raptive,Nan,remote,NaN,"New York, United States","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-05-08,https://www.linkedin.com/jobs/view/data-analyst-revenue-digital-ad-intelligence-at-raptive-3601633175?refId=0C%2FzPkAkE85MrnAqm3GKeQ%3D%3D&trackingId=BJ3mn3yOiEPrCQZzETkh8g%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Compliance Data Analyst,Sezzle,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Financial Services'}]",2023-05-30,https://www.linkedin.com/jobs/view/compliance-data-analyst-at-sezzle-3622700518?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=zS6XJ%2FHzv1kAOXWiqaDLsA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,"Kaeppel Consulting, LLC",Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-06-05,https://www.linkedin.com/jobs/view/data-analyst-at-kaeppel-consulting-llc-3628230471?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=DHGfx625ETJz%2FpfSaiQ4Gg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst || 100% Remote,Steneral Consulting,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-05-23,https://www.linkedin.com/jobs/view/data-analyst-100%25-remote-at-steneral-consulting-3613259061?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=ZJVJvmMFctSC1kbmqsAfgQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,TechSoup,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Non-profit Organizations'}]",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-at-techsoup-3609170764?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=SyzXJQk7FekNbGmQYlpSIA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Good Apple,Nan,remote,"$72,000.00
            -
            $72,000.00",New York City Metropolitan Area,"[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Strategy/Planning, Advertising, and Marketing'}, {'Industries': 'Advertising Services'}]",2023-04-27,https://www.linkedin.com/jobs/view/data-analyst-at-good-apple-3586692514?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=j4DW%2B8UoHKqwFyN5OSnoxg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
"Data Analyst, Sales & Marketing - 100% Remote - USA",Varis,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-05-22,https://www.linkedin.com/jobs/view/data-analyst-sales-marketing-100%25-remote-usa-at-varis-3612519852?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=Mk1FeuQgYz7GmhUaJT9ZQQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Data Analyst,Nubes Opus,Nan,remote,NaN,"Indianapolis, IN","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-04-06,https://www.linkedin.com/jobs/view/business-data-analyst-at-nubes-opus-3556152026?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=KiEBsyNMK9nUlnQ8FxrAdA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Data Analyst,eStaffing Inc.,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-01-18,https://www.linkedin.com/jobs/view/business-data-analyst-at-estaffing-inc-3441092161?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=3ra6KoVAat8%2FyrZ70%2Fa9Iw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Data & Reporting Analyst,Holistic Industries,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Finance'}, {'Industries': 'Alternative Medicine'}]",2023-06-06,https://www.linkedin.com/jobs/view/data-reporting-analyst-at-holistic-industries-3627949251?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=o17kdWSSORUUH9O7jcJFFA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Zortech Solutions,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources Services'}]",2023-03-31,https://www.linkedin.com/jobs/view/data-analyst-at-zortech-solutions-3550757629?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=vUMik3UQo86uV3Kt%2BjZS2w%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Revive,Nan,remote,NaN,"Los Angeles, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Advertising'}, {'Industries': 'Technology, Information and Internet'}]",2023-04-10,https://www.linkedin.com/jobs/view/data-analyst-at-revive-3598039347?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=XPKb0y6nDNqH6iM2gFQqFA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,ALIS Software LLC,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-03-29,https://www.linkedin.com/jobs/view/data-analyst-at-alis-software-llc-3541931726?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=HTnUHrdDKk2MyGUmmXPing%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,BOXIECAT LLC,Nan,remote,NaN,"Santa Monica, CA","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Analyst'}, {'Industries': 'Technology, Information and Internet'}]",2023-04-03,https://www.linkedin.com/jobs/view/data-analyst-at-boxiecat-llc-3590318094?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=wJrwbSAlIGI8suDXtctNyw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,AddSource,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources'}]",2023-02-27,https://www.linkedin.com/jobs/view/data-analyst-at-addsource-3500219752?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=iu2DYcYyCLduPOx251Zlzg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,"RecruitTalent, LLC.",Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-01-04,https://www.linkedin.com/jobs/view/data-analyst-at-recruittalent-llc-3422492393?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=aHkPYMBmr%2B17wx%2BYUbt3%2BQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Pulivarthi Group (PG),Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-04-25,https://www.linkedin.com/jobs/view/data-analyst-at-pulivarthi-group-pg-3581733012?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=X6nc2WlpL2OD9pdEXn47aw%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Remote),"Westport Properties, Inc.",Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Strategy/Planning and Information Technology'}, {'Industries': 'Real Estate'}]",2023-05-09,https://www.linkedin.com/jobs/view/data-analyst-remote-at-westport-properties-inc-3600719014?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=nayvTuOP7DII%2F9kqU%2F9hwA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista de Dados - Júnior/Pleno,Mollica IT,Nan,remote,NaN,"Home, KS","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Computer and Network Security'}]",2023-06-05,https://www.linkedin.com/jobs/view/analista-de-dados-j%C3%BAnior-pleno-at-mollica-it-3623802322?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=aDqL%2FBOjjPpJaHqQtZ387A%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Junior and Senior),Centeva,Nan,remote,NaN,"Maryland, United States","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-04-18,https://www.linkedin.com/jobs/view/data-analyst-junior-and-senior-at-centeva-3606768535?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=5UF%2FA0EfoeBMAOXcyYmwZQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analysis & Visualization,MashPoint - Technology & Staffing,Nan,remote,NaN,"Newark, NJ","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-03-09,https://www.linkedin.com/jobs/view/data-analysis-visualization-at-mashpoint-technology-staffing-3516600420?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=FZgY3ivK5wS%2ButsPdwgVvA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Resource Innovations,Nan,remote,NaN,"Boston, MA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Environmental Services'}]",2023-05-02,https://www.linkedin.com/jobs/view/data-analyst-at-resource-innovations-3594051421?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=a1FjGXlmE7FPm4OV%2FQglLQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Remote),"Stride, Inc.",Nan,remote,NaN,"Reston, VA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'E-Learning Providers'}]",2023-06-09,https://www.linkedin.com/jobs/view/data-analyst-remote-at-stride-inc-3630650204?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=cKh3GiQ%2FmpxPkY9Q76SXpQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - Revenue & Digital Ad Intelligence,Raptive,Nan,remote,NaN,"New York, United States","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-05-08,https://www.linkedin.com/jobs/view/data-analyst-revenue-digital-ad-intelligence-at-raptive-3601633175?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=PT%2BFm7Ybonf8rYyXjAl3OQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Data BI Analyst (Entry Level),Patterned Learning AI,Nan,remote,NaN,"Houston, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Research, Analyst, and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-11,https://www.linkedin.com/jobs/view/data-bi-analyst-entry-level-at-patterned-learning-ai-3633689453?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=1W9gReAStMKUeCxbm8JjYg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Entry Level),Patterned Learning AI,Nan,remote,NaN,"Houston, TX","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-04,https://www.linkedin.com/jobs/view/data-analyst-entry-level-at-patterned-learning-ai-3626884214?refId=%2FyhrSeoMBO8eh84Pt8gJkQ%3D%3D&trackingId=SznwXU9gXGLBA%2FlmN9Kj%2Bw%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Craftsman Technology Group,Nan,remote,NaN,"Boston, MA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-06-01,https://www.linkedin.com/jobs/view/data-analyst-at-craftsman-technology-group-3632643507?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=yQ5cBJGRZbdCsW%2FuEjMRaA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Compliance Data Analyst,Sezzle,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Financial Services'}]",2023-05-30,https://www.linkedin.com/jobs/view/compliance-data-analyst-at-sezzle-3622700518?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=NhPYAJ7dY6mTOiMzMAp39Q%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst || 100% Remote,Steneral Consulting,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-05-23,https://www.linkedin.com/jobs/view/data-analyst-100%25-remote-at-steneral-consulting-3613259061?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=Zhg71QJLgjVAN4JQy8YHvg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,TechSoup,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Non-profit Organizations'}]",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-at-techsoup-3609170764?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=eHS6v5G2xlnghhtaDLXCfA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Good Apple,Nan,remote,"$72,000.00
            -
            $72,000.00",New York City Metropolitan Area,"[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Strategy/Planning, Advertising, and Marketing'}, {'Industries': 'Advertising Services'}]",2023-04-27,https://www.linkedin.com/jobs/view/data-analyst-at-good-apple-3586692514?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=TiZDfaWHgs5dco%2FzOVrCaw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Data Analyst,Patterned Learning AI,Nan,remote,NaN,"New York, NY","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-11,https://www.linkedin.com/jobs/view/junior-data-analyst-at-patterned-learning-ai-3633697127?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=miHJtsaEf7C7mbQ1YuFHLA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
"Data Analyst, Sales & Marketing - 100% Remote - USA",Varis,Nan,remote,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-05-22,https://www.linkedin.com/jobs/view/data-analyst-sales-marketing-100%25-remote-usa-at-varis-3612519852?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=EOcGsiBYjRfzWVj%2BBCVqRQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Data Analyst,Nubes Opus,Nan,remote,NaN,"Indianapolis, IN","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-04-06,https://www.linkedin.com/jobs/view/business-data-analyst-at-nubes-opus-3556152026?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=dUZb1jvNISJZzv8sv4tcxQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Data Analyst,eStaffing Inc.,Nan,remote,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-01-18,https://www.linkedin.com/jobs/view/business-data-analyst-at-estaffing-inc-3441092161?refId=RAG1J2XKr3%2BljnuE3sGnKQ%3D%3D&trackingId=qKuqu5tEHPy2d2Al2DJReg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
